X,Y,Name,description,gx_media_links
80.692552,7.927633,Himali Commiunication,"Himali Commiunication	Rotawawa, Inamaluwa	773803085",
80.818605,7.776989,Bandara Phone &Trade Center,"Bandara Phone &Trade Center	8, Elahara Rd, Diyabeduma 	772231762",
80.983357,8.004858,Indika Stores,"Indika Stores	Indika Stores, Bandi wawa, Jayanthipura	773693538",
80.998657,7.989814,Chandrika Stores ,"Chandrika Stores 	Veera padasa ,Polonnaruwa	773806244",
80.751143,7.950012,New Sigiri Café ,"New Sigiri Café 	Main Street, Sigiriya",
80.990803,8.011105,Chandani Commiunication,"Chandani Commiunication	244/1,Jayawickkrama Junction,Unagalavehara	771934727",
80.941172,8.061227,hamindu Stores,"Chamindu Stores	472, Udaganawa , Higurakgoda",
80.951171,8.077246,Bandara Stores,"Bandara Stores	11, Jana Udagama, Udaganawa, Higurakgoda	776565504",
80.966578,8.141017,"Nandana Commiunication	","Nandana Commiunication	Main Street, Madirigiriya 	776887777",
80.982842,8.154229,Heshan Commiunication,"Heshan Commiunication	School Junction, Madirigiriya",
80.901668,8.046716,ndika Stores & Commiunication,"Randika Stores & Commiunication	Katukaliyawa Rd,C.G. Pura,Minnariya",
81.038589,7.923999,Aloka commiunication,"Aloka commiunication	570,Madakalapu Rd, Polonnarawa	773193097",
80.6672,8.086508,Ama  Stores,"Ama  Stores	Habarana Rd, Palugas wewa	776403968",
80.951943,8.111385,Kumuda Commiunication & Grocery ,"Kumuda Commiunication & Grocery 	17, Rathmale Rd, Diwulankadawala 	774099665",
80.953553,8.039513,"Kumuda Commiunication & Grocery 	17, Rathmale Rd, Diwulankadawala 	774099665","Kumuda Commiunication & Grocery 	17, Rathmale Rd, Diwulankadawala 	774099665",
80.953403,8.044867,Swiss Commiunication,"Swiss Commiunication	Sathosa Junction, Higurakgoda",
81.10852,7.235828,Guruge Stores ,"Guruge Stores 	Guruge Storess , Redeemaliyadda.	772573979",
80.992155,7.321436,Priyantha Storess & Electronics ,"Priyantha Storess & Electronics 	15,CTB Junction , Mahiyanganaya	774198677",
80.994301,7.352933,Maura Electronic & Commiunication ,"Maura Electronic & Commiunication 	"" Maura"" ,Nidangala, Sorobora wawa Janapadaya.	772574014",
81.032324,7.580668,"Shan Celeuler 	","Shan Celeuler 	34, Lihiniyagama, Dabanwella 	771770666",
81.019299,7.462858,DK Celeuler,"DK Celeuler 	E02, New Town , Giradurukotta	0778444414/0553595555",
80.914049,7.530808,Herath Commiunication ,"Herath Commiunication 	Bus Stand ,Hettipola, Vigamuwa 	719005050",
81.065755,7.223397,Chandana Commiunication ,"Chandana Commiunication 	Kuruweethanna, Mahiyanganaya 	771721210",
80.952587,7.35089,Lakmal Commiunication ,"Lakmal Commiunication 	Kandy Rd, Hasalaka 	773197661",
81.046937,7.670078,CHP Celeuler ,"CHP Celeuler 	E 69, New Town , Dehiaththakandiya",
81.01593,7.470049,Sarasavi Book Shop & Commiunication ,"Sarasavi Book Shop & Commiunication 	04, New Bussiness Complex, Millaththawa, Giradurukotta 	773203104",
80.996447,7.339398,"Kumari Celeuler 	","Kumari Celeuler 	07, Kandy Rd, Mahiyanganaya	779393939<br>07, Kandy Rd, Mahiyanganaya	779393939",
81.067472,7.270993,Chami Commiunication ,"Chami Commiunication 	Adaulpotha ,Uranaya 	773806886",
80.913363,7.534212,"Prasanna Celeuler & Repaire Center 	New Town,Hettipola,Vilgamuwa 	773786056","Prasanna Celeuler & Repaire Center 	New Town,Hettipola,Vilgamuwa 	773786056",
81.009493,7.464262,Palitha Phone Center,"Palitha Phone Center 	Vidanagamage Shoping Complex 	772574032",
80.992327,7.338291,Nihara Book Shop ,"Nihara Book Shop 	24, CTB Bus Stand ,Mahiyanganaya	779628788",
81.020393,7.28917,Nuwan Commiunication,"Nuwan Commiunication	20 kanuwa, Mapakada Wawa, Mahiyanganaya	772239726",
81.024084,7.297513,Aruna Commiunication ,"Aruna Commiunication 	Uwa gamunupura, Mapakadawawa, Mahiyanganaya 	777478163",
80.947952,7.190485,Rusiru Commiunication ,"Rusiru Commiunication 	Randenigala Rd, Morayaya	772574049	Baddulla(Kandy)",
81.039619,7.671758,"Isharu Celeuler 	","Isharu Celeuler 	25, Dipo Rd, Dehiaththakandiya 	771693931",
81.032667,6.954629,Dias Palace ,"Dias Palace 	Bridge junction, Waraganthota 	552257117",
80.949326,7.470815,Nimla Stores ,"Nimla Stores 	31, Ela,Kolongoda 	772573890",
81.353824,7.529383,Yasasa Celeluler,"Yasasa Celeluler	52, Kakirihena ,Maha Oya 	770614890",
81.241751,7.396515,Niroshani Celeuler ,"Niroshani Celeuler 	Main Street, Padiyathalawa	635686786",
81.229134,7.384343,Aiwa Commiunication ,"Aiwa Commiunication 	Padiyathalawa 	776352599",
81.35685,7.531808,The Book Shop & Commiunication ,"The Book Shop & Commiunication 	69, Junction, Maha Oya 	779780819",
81.018226,6.743288,Tenara Graphics ,"Tenara Graphics 	48, Main Street, Koslanda 	716647171",
81.00872,7.46239,Ranjani Phone Center ,"Ranjani Phone Center 	15,New Shoping Complex, giradurukotta 	777794142",
80.991769,7.340079,Kottagoda Celeuler ,"Kottagoda Celeuler 	Baddulla Rd, Mahiyanganaya 	776006060",
81.359425,7.533701,"Majana Gold House 	","Majana Gold House 	Main Street. Maha Oya 	777413736",
81.047602,6.873768,KLD Commiunication ,"KLD Commiunication  	Baddulla Rd, Hela Halpa, Bandarawela",
81.048589,7.082708,Ajantha Commiunication ,"Ajantha Commiunication  & Book Shop 	12 Kanuwa ,Thaldena 	778650730",
81.063352,6.900013,MRPS Enterprises ,"MRPS Enterprises 	87, Station Rd,Demodara 	0713909344/0552294215",
81.115408,6.875642,Gayathiry Video ,"Gayathiry Video Vition & Commiunication 	04, Main Street, Namunukula 	779653677",
81.058631,6.898905,Dinusha Commiunication,"Dinusha Commiunication 	Demodara Junction , Demodara 	777881777",
81.057472,6.989815,"CC Mobile 	","CC Mobile 	3 B, Udayaraja Mw, Baddullla 	772837670",
81.048975,7.137686,Kavindu Commiunication ,"Kavindu Commiunication 	01, Meegahakiwula 	771924111",
80.986533,6.996034,Cheep Call ,"Cheep Call 	56,Bus Stand, Baddulla	777251641",
81.050091,6.872489,"Sampath Phon Shop & Net Café 	Ella ","Sampath Phon Shop & Net Café 	Ella Junction, Ella 	0572226062/0778550271",
81.060154,6.98285,Chant Trade Center ,"Chant Trade Center 	10, Station Rd, Baddulla 	777378979",
81.030178,6.962722,"Mallika Resttorent & Traders 	75, Baddulla Rd , Hali Ella 	773776400","Mallika Resttorent & Traders 	75, Baddulla Rd , Hali Ella 	773776400",
81.03919,6.969112,Karunarathna Stores &Commiunication ,"Karunarathna Stores &Commiunication 	12,14, Baddulla Rd, Hali Ella 	777446499",
81.019878,6.947046,Sihame Commiunication ,"Sihame Commiunication 	20, Nuwara Eliya RD,Hali Ella 	0554981355/0772877977",
81.369209,6.950113,Supun Malli Vition House,"Supun Malli Vition House 	Mada Oya <Dabagolla, Mahiyanganaya 	778550236",
80.700502,7.497962,"CD Center 	","CD Center 	Ktugahathanna, Maussagolla	778550324",
81.197677,6.988196,Othalakami Stores,"Othalakami Stores 	152, Main Street,Lunugala	778594073",
81.003571,7.177882,Panchani Commiunication ,"Panchani Commiunication 	Kandaketiya 	772232983",
81.050853,6.990272,Kaveesha Celeuler,"Kaveesha Celeuler 	21 Junction, Badulu Oya 	772573982",
80.889587,6.762125,Nilmini Multy Shop & Commiunication ,"Nilmini Multy Shop & Commiunication 	21,23, Haldummala 	772173507",
81.054307,6.991465,PC systems ,"PC systems 	A20, Wele Kada, Baddulla 	773717671",
81.102405,6.863286,Vinayagam Commiuniocation,"Vinayagam Commiuniocation 	15, Main Street , Ballakatuwa 	773803309",
80.528712,8.689385,Pillayar Stores,"Pillayar Stores	Asikulam, Vavuniya",
80.515966,8.703723,"SS Mobile	47/3, Susaipillayar Kulam, Vavuniya","SS Mobile	47/3, Susaipillayar Kulam, Vavuniya",
80.368252,8.751571,SF Creation,"SF Creation	Nellukulam junction",
80.470047,8.611403,Saman Mobiles,"Saman Mobiles	Kadaveediya, Poonewa",
80.003664,8.787368,EFX CD house,"EFX CD house	364, Mannar Rd, Vepankulam	247390020",
80.658703,9.056837,"Abee com	","Abee com	Main street, Nedunkeny",
80.503757,8.752419,Logini Sri Vinayagar Entertainment,"Sri Vinayagar Entertainment	440/B, HP Road, Sinnaputtukulam",
80.457344,8.760902,Om Shakthi Multi Shop,"Om Shakthi Multi Shop	Muruganur, Vavuniya",
79.947982,6.813816,Madu Commiunication ,"Madu Commiunication 	47/1, Gorakapitiaya, Piliyandala 	719548606",
79.914948,6.834067,Sisila commiunication ,"Sisila commiunication 	81/1/B, Agalagalape junction, katuwawala 	0773192579/0776584533",
80.142903,6.79366,"Gloi telecom 	05, Horana Rd, Hadapangoda 	","Gloi telecom 	05, Horana Rd, Hadapangoda 	342256317/0778284188",
79.976091,6.739836,HPC Mobile ,"HPC Mobile 	203, Galkade Junction, Aluthgama, Bandaragama 	772288688",
80.030293,6.694998,"Ravi Commiunication & Vidio center	Girimananda Mw, Lenawara, Halthota 	777521149","Ravi Commiunication & Vidio center	Girimananda Mw, Lenawara, Halthota 	777521149",
80.102434,6.61646,Saman trailers & commiunication ,"Saman trailers & commiunication 	Warakagoda Junction, Warakagoda 	771609554",
80.16861,6.762806,Sujeewa Book Shop & Communication ,"Sujeewa Book Shop & Communication 	Aguruwathota Rd, Raygama, Bandaragama 	773196151",
80.128827,6.480602,Isuru Communication & Book Shop ,"Isuru Communication & Book Shop 	200/62, Horawala , Mathugama 	773197190",
80.033845,6.72657,Shihara electronics ,"Shihara electronics 	Colombo Rd, Pokunuvita 	779257257",
80.074593,6.44861,Rathna Communication ,"Rathna Communication 	Galmantha, Walagedara 	779028098",
79.967862,6.620137,Rathna Welad sala ,"Rathna Welad sala 	Malwaththa Junction,Uggalbada, Kaluthara Notrh 	775978800",
79.981284,6.50463,Sampath Communication,"Sampath Communication & Phone Center Galle Rd, Maggona 777221921",
79.980083,6.523924,Star Communication,"Star Communication Daluwaththa, payagala 773193785",
79.919701,6.811941,PC Max Computer center,"PC Max Computer center 	111, Bokundara, Piliyandala 	779886821",
79.92131,6.681924,Piyora Book Shop & Communication ,"Piyora Book Shop & Communication 	293, Galle rd, Thalpitiya , Wadduwa 	773645541",
80.236373,6.605568,Chandrananda Communication,"Chandrananda Communication 	Karawwa, Molkawa	777849320",
80.235987,6.515268,Liyana  Arachchi Communication ,"Liyana  Arachchi Communication 	474, Baduraliya 	775772217",
80.177879,6.745248,Sun enterprises ,"Sun enterprises 	42, Panadura Rd, Ingiriya 	773197124",
79.974267,6.7373,Umarath Communication ,"Umarath Communication 	192, Bogahawaththa, Aluthgama, Bandaragama 	777246858",
79.931502,6.709639,Fahad Book Shop & Internet Café ,"Fahad Book Shop & Internet Café 	74/1, Eluwila, Panadura 	773192618",
79.993343,6.693336,Thaj Communication,"Thaj Communication 	Atulugama 	773193773",
79.984331,6.476082,Sahragan Communication ,"Sahragan Communication 	81, Old Tower, Beruwala 	778855566",
79.927715,6.807541,Wijerathna WV Communication,"Wijerathna WV Communication 	17/1A, Maharagama Rd, Makuluduwa, Piliyandala 	773390357",
79.911976,6.702457, I Communication ,"I Communication 	500, Galle Rd, Panadura 	777972737",
80.179017,6.645447,pasindu IT Solutions ,"pasindu IT Solutions 	Akura, Bulathsinghala	0771344811/034482082",
80.186934,6.646896,"K  & Graphics Design 	140,Adagal Oya, Bulathsinghala 	0776058870/0342282083","K  & Graphics Design 	140,Adagal Oya, Bulathsinghala 	0776058870/0342282083",
80.216653,6.405346,New Chamara Communication,"New Chamara Communication 	Near The Bridge, Mathugama Rd, Palawaththa	773803355",
80.196102,6.465433,DHS Technology,"DHS Technology	22A, Kuruwita Rd, Polgampola 	777488540",
79.941244,6.794768,UJ Comunication & Book Shop,"UJ Comunication & Book Shop 	227/A5/B, Bandaragama Rd, Kasbawa 	773823691",
79.99197,6.708936,Ama Communication ,"Ama Communication 	427, Galle Rd, Kuda Waskaduwa, Waskaduwa 	773192643",
79.963034,6.703225,The Ocation Communication ,"6.7035496, 79.9629002<br>24/A, Mahabellana, Alubomulla",
79.959784,6.81633,Sampath Technolog,"Sampath Technolog	111/1C, Siddamulla, Piliyandala",
79.93102,6.797314,City Communication ,"City Communication 	299, Miriswaththa, Piliyandala",
79.997463,6.805027,"MS Collection 	53/3C, Kiriwaththuduwa 	771061267","MS  Collection    53/3C,  Kiriwaththuduwa    771061267",
79.99668,7.202545,"Salinda Communication 	Ballapana Junction, Galigamuwa Town 	0352282199/0713110303","Salinda  Communication    Ballapana  Junction, Galigamuwa Town    0352282199/0713110303",
80.0139,7.076064,"Faythiyer Communication 	245/2,Miriswaththa, Damanhandiya 	777969831","Faythiyer  Communication    245/2,Miriswaththa,  Damanhandiya    777969831",
79.89555,6.733773,"Senthi Communication & Net Café 	332A, galle Rd, Gorakapola, Panadura 	775983401","Senthi  Communication & Net Café    332A, galle Rd,  Gorakapola, Panadura    775983401",
79.895711,6.796259,"Dill Communication 	276/3, Bandaranayake Mw, Katubadda, Moratuwa 	777614423","755051756  V    Dill  Communication    276/3,  Bandaranayake Mw, Katubadda, Moratuwa    777614423",
79.985104,6.857023,"UH Communication 	226/1, New Town, Rukmale, Pannipitiya 	774896959","UH  Communication    226/1, New  Town, Rukmale, Pannipitiya    774896959",
80.02863,7.288436,"Sha Communication 	Meerigama Rd, Mallawagedara	771610808","Sha  Communication    Meerigama Rd,  Mallawagedara   771610808",
79.969343,6.819622,"Hiru Communication 	193/7/2, Maththegoda 	776006696","Hiru  Communication    193/7/2,  Maththegoda    776006696",
79.918005,6.848096,"Waruna Communication 	190, Waththegedara Junction, Maharagama 	773192370","Waruna  Communication    190,  Waththegedara Junction, Maharagama    773192370",
79.870981,6.893974,"Silva Line Communication 	289 A, Thibirigasyaya Rd, Colombo 05.	773807341","Silva  Line Communication    289 A,  Thibirigasyaya Rd, Colombo 05.   773807341",
80.126789,7.242108,"DV Vision 	04, Old Bus stand , Meerigama 	771610807","DV  Vition    04, Old Bus  stand , Meerigama    771610807",
79.872065,6.96187,"Desmond Communication 	2700, Madampitiya Rd, Colombo 14	779200600","Desmond  Communication    2700,  Madampitiya Rd, Colombo 14   779200600",
80.028888,6.901877,"Kumari Communication & Book Shop 	667, Wlipillawa, dadigamuwa 	773192483","Kumari  Communication & Book Shop    667,  Wlipillawa, dadigamuwa    773192483",
79.922351,6.935863,"Vin Com Communictaion 	436/1, Awissawella Rd, Angoda 	773504850","Vin Com  Communictaion    436/1,  Awissawella Rd, Angoda    773504850",
79.915624,6.925362,"DNS Enterprises 	207/26 c, Batalandahena, gothatuwa New Town ","DNS  Enterprises    207/26 c,  Batalandahena, gothatuwa New Town",
79.916418,6.935959,"Terrance communication 	107/1, Kottikawaththa, Angoda 	773195339","Terrance  communication    107/1,  Kottikawaththa, Angoda    773195339",
80.032579,6.851601,"Lakmini Communication 	524/3, Godagama , Homagama 	774431312","Lakmini  Communication    524/3, Godagama  , Homagama    774431312",
79.953196,6.598214,"Ranmini Communication & Book Shop 	133 C, Paraththa Rd, Keselwaththa 	776067365","Ranmini  Communication & Book Shop    133 C,  Paraththa Rd, Keselwaththa    776067365",
79.872966,6.873469,"Sisara entrapraisess 	12 A, Dutugamunu Vedeya , Pamankada 	773194246","Sisara  entrapraisess    12 A,  Dutugamunu Vedeya , Pamankada    773194246",
79.980726,6.828687,"Manoj Communication 	40/B, Mabulgoda, Pannipitiya 	771511111","Manoj  Communication    40/B,  Mabulgoda, Pannipitiya    771511111",
80.001712,6.924254,Cell Communication ,"Cell Communication 	150/6, Pahala Bopitiya, Kaduwela 	777310905",
80.018749,6.878114,"Himak Bokk Shop & Communication 	268/5, Habarakada, Homagama 	773232010","Himak Bokk Shop & Communication 	268/5, Habarakada, Homagama 	773232010",
79.929056,6.915563,"Maicro System 	80, Heenatikubura Rd, Thalangama North 	773801365","Maicro System 	80, Heenatikubura Rd, Thalangama North 	773801365",
79.93073,6.925106,"Pearl Collection  & Communication 	161/A, Hibutana, Mullariyawa NewTown 	773668556","Pearl Collection  & Communication 	161/A, Hibutana, Mullariyawa NewTown 	773668556",
79.98755,6.941359,"Samanala Communication 	155/B, Bandarawaththa, Biyagama 	773196386","Samanala Communication 	155/B, Bandarawaththa, Biyagama 	773196386",
79.983644,6.885101,"Time Stores & Communication 	199 B ,Pore, Athurugiriya 	773806937","Time Stores & Communication 	199 B ,Pore, Athurugiriya 	773806937",
79.919271,6.916926,"Universal Communication 	69/3, Mahaniyara Junction, Buthgamuwa Rd, Rajagiriya	775133035","Universal Communication 	69/3, Mahaniyara Junction, Buthgamuwa Rd, Rajagiriya	775133035",
79.910345,7.127466,"Masha Communication 	301, Kotugoda rd, seeduwa 	777116780","Masha Communication 	301, Kotugoda rd, seeduwa 	777116780",
79.876678,6.799306,"Cyberzone 	234/1, Kaldemulla Moratuwa 	777038925","Cyberzone 	234/1, Kaldemulla Moratuwa 	777038925",
79.970684,6.908022,"ST  Marys Communication & Book Shop 	05, Waliwita, Kaduwela 	775227227","ST  Marys Communication & Book Shop 	05, Waliwita, Kaduwela 	775227227",
79.877086,6.971476,"ST  Marys Communication	83, Church Rd, mattakkuliya, Colombo 15","ST  Marys Communication	83, Church Rd, mattakkuliya, Colombo 15",
79.876463,6.866461,"rivisadu Communication 	368/A, Infornt To Hospitale , Kalubovila 	775837770","rivisadu Communication 	368/A, Infornt To Hospitale , Kalubovila 	775837770",
79.908221,6.751662,"Sigiri Communication 	204 A, Diggala Rd, keselwaththa, Panadura 	772275752","Sigiri Communication 	204 A, Diggala Rd, keselwaththa, Panadura 	772275752",
79.960041,6.879647,"Mangala Communication 	118, Hokandara South, Hokandara 	779551961","Mangala Communication 	118, Hokandara South, Hokandara 	779551961",
80.003815,6.798262,"Slash Vidio & Communication 	70/6 A , Diyagama, Kiriwaththuduwa 	779611957","Slash Vidio & Communication 	70/6 A , Diyagama, Kiriwaththuduwa 	779611957",
80.035057,6.82383,"Power Net 	339,Pitipana Junction,Homagama ","Power Net 	339,Pitipana Junction,Homagama",
81.834669,7.39411,"Digital House	Main Street Sainthamaruthu.	672225121","Digital House	Main Street Sainthamaruthu.	672225121",
81.840699,7.389312,"Top World	PM Road, Sainthamaruthu.	673012005","Top World	PM Road, Sainthamaruthu.	673012005",
81.838231,7.381396,"Mufri Phone Shop	Main Street Sainthamaruthu.	","Mufri Phone Shop	Main Street Sainthamaruthu.",
81.838059,7.37664,"Thanu .Com	Center Road, Karthivu.	","Thanu .Com	Center Road, Karthivu.",
81.842544,7.382236,"House Of Power	GMMS Rd., Sainthamaruthu.	","House Of Power	GMMS Rd., Sainthamaruthu.",
81.19066,8.556981,"Z - Mobile	Main St, Nachikuda, China bay","Z - Mobile	Main St, Nachikuda, China bay",
81.156263,8.496142,"Sidique Multi Shop	Kakamunai - 6, Kiniya, Trinco","Sidique Multi Shop	Kakamunai - 6, Kiniya, Trinco",
81.184244,8.69229,"Royal Fancy	Ward No - 1, Nilaveli, Trinco","Royal Fancy	Ward No - 1, Nilaveli, Trinco",
80.988765,8.937814,"S N Studi Centre	Main Sr, Trinco Jun, Pulmoddai - 1","S N Studi Centre	Main Sr, Trinco Jun, Pulmoddai - 1",
81.2151,8.572322,"Paviya Bookshop	74/1 Konesapuram, Ove hill, Trino	263262120","Paviya Bookshop	74/1 Konesapuram, Ove hill, Trino	263262120",
81.310415,8.403517,Thopur ,,
81.268616,8.456582,"A R Communication	Chanaiyoor - 6, Muthoor","A R Communication	Chanaiyoor - 6, Muthoor",
81.268015,8.422366,"A K S Stores	Senaiyur - 6, Muthur","A K S Stores	Senaiyur - 6, Muthur",
81.695538,7.7246,"Dhana Video & Photo	Bharathipuram, Kellivetti, Muthur","Dhana Video & Photo	Bharathipuram, Kellivetti, Muthur",
81.313076,8.404196,"A L S M Shop	Central Rd, Allainagar 6, Thopur,Trinco","A L S M Shop	Central Rd, Allainagar 6, Thopur,Trinco",
81.226763,8.587758,"Sudashika Communication	491, N C Road, Thirukadalur,Trincomalee","Sudashika Communication	491, N C Road, Thirukadalur,Trincomalee",
81.210015,8.576778,"Oxford IT Centre	14, Ragavendra St, Linghanagar","Oxford IT Centre	14, Ragavendra St, Linghanagar",
81.097641,8.500217,"Multi Stores	97, Sirajnagar,Thambalagamuwa,Trinco","Multi Stores	97, Sirajnagar,Thambalagamuwa,Trinco",
81.100345,8.816292,"Mr Hello & Mrs Fancy	Jaya town, Kuchaweli","Mr Hello & Mrs Fancy	Jaya town, Kuchaweli",
81.127338,8.53765,"Arul Com	Muthumari Amman Lane, Mathuwil North, Charachaeri","Arul Com	Muthumari Amman Lane, Mathuwil North, Charachaeri",
80.438976,9.470397,"Sri Kavan Multi Stores	Kotikamam Rd, Varani, (opposite jlvarany maka viddiyalayam)","Sri Kavan Multi Stores	Kotikamam Rd, Varani, (opposite jlvarany maka viddiyalayam)",
80.17024,9.782145,"Bright Com	Mai St, Nelliyadi	212263770","Bright Com	Mai St, Nelliyadi	212263770",
80.233841,9.814792,"Devi Com	Thumballa Rd, Point Pedro	212263665","Devi Com	Thumballa Rd, Point Pedro	212263665",
80.242596,9.8227,"Namilas Communication	""Nellandai Rd,  Thumpalai.""	772230924","Namilas Communication	""Nellandai Rd, <br>Thumpalai.""	772230924",
80.411339,8.647214,"V.K Net	""Valvetti Junction,  VVT.""	772238563","V.K Net	""Valvetti Junction, <br>VVT.""	772238563",
80.122347,9.795001,"P.C.Plaza	""Point Pedro Rd,  Avarangal.""","P.C.Plaza	""Point Pedro Rd, <br>Avarangal.""",
80.087929,9.724623,"S.M.V	""Point Pedro Rd,  Neervely.""","S.M.V	""Point Pedro Rd, <br>Neervely.""",
80.116017,9.77855,"N Umashankar	Atchuvey South, Atchuvey","N Umashankar	Atchuvey South, Atchuvey",
80.199637,9.787177,"Jeyaoum Sakthi	Karanavai, Karavethy	212263366","Jeyaoum Sakthi	Karanavai, Karavethy	212263366",
80.168438,9.784175,"Word Tel	Kodi Kamam Rd, Nelligadi	212264144","Word Tel	Kodi Kamam Rd, Nelliyadi	212264144",
80.026195,9.659519,"Joy Tex	91, Kandy Rd, Chundikuli 	217904058","Joy Tex	91, Kandy Rd, Chundikuli 	217904058",
80.034156,9.66595,"Rangan Musical & Multimedia Center	56, Kachcheri nallur Rd, Jaffna	212220830","Rangan Musical & Multimedia Center	56, Kachcheri nallur Rd, Jaffna	212220830",
80.050979,9.688541,"Swasthi Com	Irupalai Junc, Kopai	212230416","Swasthi Com	Irupalai Junc, Kopai	212230416",
80.069904,9.704827,"KAJAMUGAN COM	KOPPAI JU, KOPPAI	212230051","KAJAMUGAN COM	KOPPAI JU, KOPPAI	212230051",
80.16346,9.670815,"Power Sky Services 	Thamotharam Pillai Rd, Sangathanai, Chavachacri	213210488","Power Sky Services 	Thamotharam Pillai Rd, Sangathanai, Chavachacri	213210488",
80.219936,9.681984,"Ennomax	A9 Rd, Puththoor Junction, Kodigaman	","Ennomax	A9 Rd, Puththoor Junction, Kodigaman",
80.244999,9.6742,"Paran Net Com	Kandy Rd, Mirusuvil	773266744","Paran Net Com	Kandy Rd, Mirusuvil	773266744",
80.05173,9.648498,"Sucers Pohoto & Video	398, Kandy Rd, Ariyalai, Jaffna	217916035","Sucers Pohoto & Video	398, Kandy Rd, Ariyalai, Jaffna	217916035",
80.031023,9.69569,"Rockman Net Café	04, Palai Rd, Jaffna	212221940","Rockman Net Café	04, Palai Rd, Jaffna	212221940",
80.0245,9.681391,"A - Z Enterprise	Adiyapatham Rd, Thirunalveli	222220556","A - Z Enterprise	Adiyapatham Rd, Thirunalveli	222220556",
80.003815,9.714472,"Selu Com	""Thavady Road, ","Selu Com	""Thavady Road, <br>Suthumalai.""	217392990",
79.997292,9.721747,"PC Systetem	""Jaffna Road,","PC Systetem	""Jaffna Road,<br>Manipai.""	217391070",
79.986305,9.753047,"R S Com	Sanddipay.	Sirani Junc, Sandilippay ","R S Com	Sanddipay.	Sirani Junc, Sandilippay",
80.200195,9.671154,"Thirumggal Com	""Jaffna Road, ","Thirumggal Com ""Jaffna Road, <br>Chankanai."" Main St, Chantanai 212250061",
79.959698,9.754443,"Sutha Com	","731802157v	Sutha Com	""Karainagar Road,<br>Siththankerny .""	217429933",
79.88687,9.740739,Lingham Com,"Lingham Com	No	Valanthalai, Karainagan	213213061",
79.888072,9.749536,"Gayathri Hardware	""Alady,","Gayathri Hardware	""Alady,<br>Karainagar.""	Aladdy Karainagar	213201245",
79.963474,9.773179,"Pandatheruppu, Sithankerny	Pandatharippu.	Pandatheruppu, Sithanserny	217429390","Pandatheruppu, Sithankerny	Pandatharippu.	Pandatheruppu, Sithanserny	217429390",
79.992743,9.795001,"Lovely Net	""Pogeddy Road,","Lovely Net	""Pogeddy Road,<br>Ilavalai.""	Main St, Elavallai",
80.007205,9.776657,"Digital Zone Com	""Alaveddy South,","Digital Zone Com	""Alaveddy South,<br>Alaveddy .""	Alavetty South, Alavety",
80.013106,9.777852,"Gajamugan Multi Media Center	""Main Street, ","Gajamugan Multi Media Center	""Main Street, <br>Alaveddy South.""	Arunodaya College, Alaveddy South	212240155",
80.030165,9.77707,"Version Com	No	K K S Rd, Tellipalai","Version Com	No	K K S Rd, Tellipalai",
80.028491,9.745857,"Vipu Com	""No:283,","Vipu Com		236, K K S Rd, Chunakam",
80.033426,9.745032,"Net City	""Station Road, ","Net City	""Station Road, <br>Chunnakam.""	Station Rd, Chunakam	212240307",
80.024071,9.729318,"Abishek Multi Spot	""KKS Road, ","Abishek Multi Spot		342, K K S Rd, Maruthanarmadam, (in front of ramanathan college)	217200882",
80.026034,9.705969,"Digital Com Net	""Kumarakodam,","Digital Com Net	""Kumarakodam,<br>Kondavil.""	Kumarukottany, Kondavil",
79.701004,9.525591,"NEW SHOP	NO3. DELFT	DELFT 3	213212436","NEW SHOP	NO3. DELFT	DELFT 3	213212436",
79.821682,9.586871,"INDRA COM	""No:05, ","INDRA COM	""No:05, <br>Punkuduteevu.""	NAINATHIVU 2	213213207",
80.155907,9.644077,"THARSHAN COMMUNICATION	Sangathanai Road, Chavakacheri.	SANGATHANAI, CHAWAKACHERI	212270164","THARSHAN COMMUNICATION	Sangathanai Road, Chavakacheri.	SANGATHANAI, CHAWAKACHERI	212270164",
80.030422,9.672042,"MURUGA COM NET	""Chetty Street,","MURUGA COM NET	""Chetty Street,<br>Nallur.""	101, CHERTY ST, NALLUR	212221916",
80.499058,7.019801,"Pawan Communication 	No	Sellipigama, Ambagamuwa , Udabulathgama	0512051336/0714298359","Pawan Communication 	No	Sellipigama, Ambagamuwa , Udabulathgama	0512051336/0714298359",
79.835587,7.977978,"MNS Multi Complex 	""No:690/A,","MNS Multi Complex 	""No:690/A,<br>10th Cross Street,<br>Karambai,<br>Palavi.""	03, Palaviya 	772570342",
79.828033,8.036793,"Puttalam Communcation 	""No:99, ","Puttalam Communcation 	""No:99, <br>Mannar Rd,<br>Puttalam.""	99, Mannar Rd, Puttalam	714866354",
80.11488,7.754367,"Gem House 	""No:07, ","Gem House 	""No:07, <br>Puttalam Road, <br>Nickaweratiya.""	20 Main Street, Nikawaratiya",
79.823914,7.902831,"Dubai Communication & Multi center 	""Thoduwawa Road, ","Dubai Communication & Multi center 	""Thoduwawa Road, <br>Madurankuliya.""	25, Thoduwa Rd, Madurankuliya 	327917908",
79.777222,8.233237,"861150100 v 	PCI Communication & Mobile Shop 	""Karathivu, ","861150100 v 	PCI Communication & Mobile Shop 	""Karathivu, <br>Ponparappu, <br>Puttalam.""	Karaithivu,Ponparappi 	726511555",
